YOR224C	YJL140W
YOR335C	YNL269W
YER050C	YJR101W
YBR095C	YNL097C
YIL078W	YOR233W
YBR175W	YJR094W-A
YBR193C	YBR253W
YDL087C	YML046W
YDR238C	YGL137W
YNL248C	YMR173W
YJL176C	YOR290C
YGR156W	YGR218W
YDR335W	YHR121W
YBR278W	YCL032W
YBL074C	YOR159C
YER012W	YGR135W
YER012W	YLR290C
YER012W	YMR067C
YML071C	YPR105C
YPR093C	YGR126W
YOL004W	YLR057W
YHR052W	YPR052C
YLR356W	YGL106W
YOR157C	YLR258W
YLR270W	YER065C
YEL003W	YML094W
YNL041C	YMR186W
YJR104C	YMR038C
YPR110C	YFL009W
YDL147W	YOR259C
YHR143W-A	YIR024C
YER029C	YBR152W
YPR105C	YER157W
YPL128C	YLR150W
YOL051W	YBR253W
YDR314C	YPR171W
YBR103W	YOR028C
YER050C	YMR290C
YGR135W	YGR097W
YDL084W	YMR309C
YBR119W	YPL051W
YDL150W	YNL151C
YJL154C	YDR087C
YCR020W-B	YIL126W
YPL181W	YAL013W
YDR299W	YER127W
YJL203W	YMR240C
YLR096W	YLR187W
YGR056W	YGR275W
YOR206W	YOR294W
YOR290C	YOR223W
YNL139C	YGL253W
YDR138W	YDR381W
YPL016W	YMR033W
YOR260W	YGL143C
YFR037C	YLR357W
YNR036C	YHL004W
YKR008W	YLR321C
YNL255C	YDL014W
YHL013C	YER147C
YPR008W	YMR049C
YEL005C	YDR357C
YEL005C	YGL079W
YEL005C	YKL061W
YEL005C	YLR408C
YAR071W	YBR079C
YHR165C	YKL173W
YDL007W	YFR052W
YBR251W	YMR188C
YOR158W	YJR101W
YDR385W	YPR047W
YNR036C	YGR165W
YBR251W	YJR101W
YDR449C	YLR409C
YOR290C	YDR073W
YIL061C	YLR275W
YDR118W	YHR166C
YBR154C	YDL140C
YDL150W	YOR210W
YJL148W	YOL041C
YNL147W	YBL098W
YLR321C	YML127W
YOR157C	YLR180W
YNL137C	YGL129C
YLR321C	YGL014W
YOR217W	YJR068W
YCR035C	YLR398C
YBR060C	YPR052C
YDR240C	YGR013W
YNL255C	YGL173C
YKL155C	YDR175C
YJR022W	YCR077C
YGL025C	YHR058C
YDR211W	YOL047C
YAL033W	YBR167C
YHR143W-A	YOR340C
YGR090W	YNL061W
YOR267C	YDR490C
YDR299W	YNL132W
YDR054C	YBR130C
YDR325W	YLR086W
YBR107C	YFR022W
YBR095C	YNL330C
YER029C	YKL012W
YGL048C	YIL075C
YER049W	YPL089C
YPR182W	YDR473C
YJR022W	YER029C
YPR182W	YHR086W
YJR134C	YDR155C
YPR045C	YOR294W
YJL197W	YPR112C
YMR240C	YLR429W
YJL109C	YLR197W
YDR211W	YER184C
YGR091W	YNL147W
YLR380W	YKL187C
YLR321C	YAL062W
YDL087C	YGL238W
YLR275W	YOR159C
YDR240C	YLR147C
YDR240C	YDR267C
YJL148W	YER086W
YPL016W	YHL025W
YCR052W	YLR259C
YHR085W	YIL070C
YDR235W	YKL012W
YGL020C	YDR381W
YGL048C	YBL017C
YGL048C	YKL145W
YHR085W	YNL182C
YDR337W	YLR418C
YGR010W	YLR328W
YDR195W	YDR381W
YIL126W	YMR033W
YML065W	YNL261W
YBR126C	YMR261C
YNL097C	YNL330C
YPL201C	YGR020C
YER012W	YOR362C
YPR103W	Q0085
YLR356W	YBR109C
YMR263W	YBR080C
YER029C	YOR159C
YBR268W	YML025C
YNL137C	YBR146W
YNL137C	YHL004W
YJR060W	YOR158W
YBR154C	YNL248C
YOL005C	YML010W
YOR158W	YNR037C
YGR091W	YER029C
YLR381W	YEL013W
YLR356W	YLR314C
YBR268W	YGR218W
YDR301W	YGR156W
YMR288W	YGL106W
YGR090W	YPL146C
YNL151C	YKL144C
YNL248C	YHR143W-A
YOR174W	YPR070W
YBL041W	YOL038W
YPR034W	YMR033W
YDR362C	YFR053C
YKL204W	YOL017W
YJR063W	YBR154C
YOR290C	YNL117W
YBR251W	YIL093C
YNL330C	YGR255C
YHR118C	YMR072W
YLR200W	YJL179W
YNL232W	YBL105C
YJR010C-A	YFR022W
YLR321C	YLR033W
YBR175W	YNR016C
YBR094W	YNL050C
YOR341W	YJR132W
YDR240C	YKR019C
YGL137W	YIL076W
YBL071W-A	YOR133W
YJR070C	YBR215W
YBR119W	YLR147C
YOR335C	YIL146C
YER172C	YJR022W
YBR279W	YGL207W
YAR007C	YJL173C
YGR091W	YER172C
YIL093C	YJL063C
YOL010W	YPL217C
YBR119W	YDR247W
YJR022W	YGR074W
YOR375C	YAL062W
YLR200W	YGL255W
YHR165C	YHR156C
YLR275W	YLR147C
YOR207C	YOR210W
YER063W	YKR048C
YJL179W	YML094W
YBR188C	YJR050W
YPR101W	YLL036C
YHR165C	YLR275W
YBR175W	YBL086C
YHR118C	YPR162C
YKL129C	YJR009C
YLR011W	YJL203W
YGL244W	YML069W
YJL203W	YAL016W
YCR086W	YDR388W
YML041C	YLR385C
YGL011C	YML092C
YOR157C	YLR257W
YBR251W	YDR381W
YKL122C	YKL129C
YML071C	YGR120C
YNL032W	YLR429W
YBR060C	YJL087C
YGR162W	YDL014W
YBR119W	YLR275W
YOR217W	YDR381W
YMR240C	YLR147C
YDR469W	YLR015W
YOR035C	YIL070C
YBR123C	YDR362C
YGR056W	YLR033W
YOR157C	YNL271C
YGR056W	YBR009C
YKL012W	YGR013W
YMR123W	YLR064W
YGR074W	YKL012W
YNL113W	YNL151C
YGR104C	YDR427W
YOR340C	YBL059W
YDL195W	YLR208W
YLR295C	YBL078C
YER022W	YGR086C
YMR240C	YMR288W
YMR125W	YDR227W
YKL012W	YLR298C
YIL061C	YGR013W
YKR025W	YOR116C
YGR056W	YJL137C
YDR473C	YGR091W
YDL040C	YHL009W-B
YHR009C	YGL116W
YOR361C	YFR007W
YDR482C	YML014W
YPL211W	YPR067W
YDL116W	YIL126W
YIL126W	YLR321C
YEL012W	YDL068W
YDL182W	YDL081C
YJR022W	YJL124C
YDL043C	YLR275W
YKL216W	YPR105C
YCR079W	YOR323C
YNL073W	YLR429W
YOR116C	YIL107C
YGR253C	YMR314W
YML092C	YMR104C
YOR157C	YIR028W
YLR170C	YFR043C
YGL092W	YDR388W
YLR288C	YOR326W
YGR158C	YNL232W
YGL244W	YDR381W
YGR135W	YOR157C
YDL145C	YIL076W
YMR075W	YNL330C
YDR240C	YLR347C
YFR037C	YLR321C
YLR320W	YNL209W
YBL041W	YGL011C
YGR128C	YGR264C
YBR162C	YOR323C
YGL112C	YML015C
YGR278W	YLL026W
YBR079C	YOR093C
YJL148W	YOR210W
YBR107C	YDR254W
YBR175W	YDR155C
YBR251W	YDL029W
YGR275W	YJL176C
YLR312W-A	YMR024W
YGL011C	YGR253C
YOL038W	YEL061C
YOR361C	YHR193C
YLR033W	YPL022W
YHR187W	YPL101W
YOR362C	YAL062W
YOR210W	YOR151C
YGR275W	YDR174W
YGR094W	YFL022C
YDR388W	YMR229C
YDR303C	YLR033W
YGR056W	YKR008W
YJR022W	YDR378C
YAR007C	YNL312W
YAL034W-A	YIR010W
YEL056W	YHR193C
YGR275W	YKR008W
YBR095C	YIL084C
YFR049W	YFL018C
YFR050C	YJL001W
YBR154C	YPL129W
YDR516C	YDL073W
YAL027W	YMR128W
YNL317W	YOR289W
YDR238C	YFR051C
YOR210W	YOR116C
YNL113W	YKL092C
YBR211C	YGR179C
YEL003W	YDR285W
YDR353W	YDR235W
YDR422C	YPL006W
YKL135C	YBR019C
YGR056W	YLR321C
YJL033W	YLR455W
YBR079C	YLR127C
YOR159C	YBR119W
YGR251W	YMR308C
YML091C	YOR355W
YJR022W	YGL173C
YGR074W	YDL199C
YOL004W	YLR150W
YEL018W	YNL107W
YDR365C	YGR272C
YLR117C	YPL151C
YDL007W	YOR117W
YER027C	YGL115W
YDR138W	YNL004W
YDL105W	YNL061W
YHR062C	YLR145W
YFR050C	YER094C
YFR050C	YGR135W
YFR050C	YGR253C
YBR107C	YGR179C
YBR107C	YPL018W
YGL227W	YLR150W
YHR069C	YHR081W
YDR176W	YMR223W
YJR112W	YHR023W
YBR198C	YGL014W
YOR341W	YKL054C
YBR211C	YLR315W
YFR037C	YJL006C
YBR231C	YLL007C
YPL228W	YDL053C
YPR190C	YML085C
YPR010C	YPR187W
YNL151C	YPR187W
YJL050W	YPL146C
YNL136W	YOR244W
YPR180W	YOR355W
YJL168C	YPR093C
YBR082C	YDL053C
YGR086C	YMR120C
YDR145W	YGL066W
YCR020W-B	YLR033W
YLR320W	YOR198C
YAL043C	YGR156W
YBR193C	YBR107C
YBR193C	YPR070W
YLR381W	YDR272W
YER070W	YIL066C
YJR082C	YDR359C
YLR312W-A	YDR322W
YER050C	YDR381W
YER050C	YPL013C
YKL012W	YLR275W
YBR079C	YMR205C
YJR113C	YDL045W-A
YFR050C	YML092C
YBR195C	YKR081C
YER007W	YMR145C
YEL018W	YDR174W
YNL136W	YPL037C
YER095W	YJR009C
YDR167W	YGL066W
YJR043C	YHR064C
YML127W	YFL008W
YER047C	YGL106W
YBR107C	YLR315W
YIR010W	YER048C
YMR288W	YBR011C
YBR251W	YDR175C
YNR036C	YGR215W
YGR091W	YDL098C
YHR165C	YOR308C
YHR066W	YKL014C
YDL092W	YPL210C
YML065W	YER064C
YPL116W	YJR031C
YHR193C	YMR290C
YER089C	YPL226W
YPR107C	YDR381W
YDR318W	YGR179C
YPR046W	YBR009C
YER012W	YER094C
YFR048W	YMR186W
YCR020W-B	YML127W
YPL116W	YIL070C
YPR101W	YCR063W
YBR166C	YNL209W
YLR002C	YOR294W
YIL076W	YMR186W
YBL074C	YNL087W
YLR115W	YMR186W
YNL068C	YNL254C
YML070W	YMR301C
YEL003W	YLR200W
YJL173C	YPL136W
YJR137C	YDR294C
YCR020W-B	YOR115C
YIL144W	YKL028W
YGR119C	YDR166C
YLR347C	YDL215C
YMR288W	YDR099W
YJL051W	YHR121W
YIL021W	YML010W
YBR211C	YDR383C
YER022W	YDR443C
YNL325C	YLR386W
YIL126W	YKL121W
YAL033W	YHR062C
YKR025W	YDL144C
YOR340C	YNL113W
YAL034W-A	YPL233W
YJR135C	YAR010C
YPR046W	YBR211C
YEL003W	YNL153C
YIL093C	YDL045W-A
YJL050W	YPR191W
YJL063C	YBL090W
YBR079C	YDR155C
YJR017C	YPR169W
YOR138C	YML085C
YMR186W	YNR031C
YER022W	YNL209W
YOR310C	YPR137W
YMR240C	YLR150W
YER012W	YOL038W
YOR157C	YBL041W
YFR031C	YER087C-B
YDR416W	YBR139W
YGL151W	YOL135C
YDR238C	YER122C
YGL200C	YDR381W
YCR052W	YGR056W
YER110C	YMR031C
YNR034W	YNL209W
YMR043W	YNL042W
YKL173W	YPR178W
YJR017C	YOR224C
YER029C	YLR147C
YDL043C	YMR240C
YFR015C	YJL202C
YDR318W	YGR006W
YHR027C	YHR196W
YMR048W	YGR136W
YBR188C	YGR129W
YPR093C	YLR429W
YDR234W	YPL216W
YDR280W	YLR398C
YGR173W	YOL061W
YGR275W	YLR321C
YMR005W	YGR274C
YDL087C	YKL012W
YOR128C	YML056C
YNL248C	YOL090W
YKL012W	YDR388W
YBL075C	YPL263C
YCR052W	YLR321C
YBR055C	YDR378C
YJL203W	YDL030W
YLR096W	YPL063W
YML092C	YER094C
YML127W	YDR335W
YBR279W	YOL034W
YMR005W	YPL011C
YLR115W	YNL222W
YHL014C	YPR074C
YJL148W	YJL207C
YJL109C	YER131W
YJL109C	YJR002W
YAL033W	YNL221C
YML017W	YGL049C
YPR182W	YGR013W
YBR193C	YOL051W
YBR249C	YKL056C
YOR210W	YGR005C
YDL143W	YPL004C
YLL004W	YBR125C
YHR118C	YLR196W
YPL254W	YGR252W
YJR022W	YLR275W
YHR085W	YKR031C
YBR154C	YLR200W
YDR303C	YDL040C
YGR128C	YMR093W
YDR235W	YGR013W
YGL151W	YMR309C
YGL151W	YOL051W
YIL126W	YHR023W
YMR309C	YGL106W
YLR418C	YLR150W
YGR104C	YGL179C
YFR037C	YDR156W
YGL252C	YOL088C
YDR092W	YDR156W
YBR175W	YHR029C
YLR304C	YNL106C
YDR365C	YPL072W
YDR429C	YOR321W
YNL317W	YHR029C
YDR482C	YMR240C
YKL028W	YER131W
YMR189W	YHL034C
YBL041W	YFR050C
YBL041W	YMR314W
YOR206W	YPR131C
YJL203W	YGR074W
YML127W	YIL033C
YJL070C	YML125C
YLR032W	YHR121W
YNL261W	YKL104C
YBR058C	YEL030W
YDL150W	YPR187W
YHR009C	YDR034C
YCR003W	YOR294W
YCL035C	YOR361C
YOR257W	YLR150W
YBR167C	YHR062C
YDL087C	YGR074W
YBR193C	YOR192C
YBR231C	YDR190C
YGR237C	YKR081C
YEL012W	YIL017C
YHR064C	YMR309C
YBR087W	YML105C
YHR066W	YOR294W
YHR165C	YOR159C
YDL056W	YJL089W
YDR060W	YNL233W
YGR156W	YLR277C
YPL016W	YLR106C
YPL016W	YNR023W
YLR277C	YLR309C
YBR087W	YNL290W
YJR022W	YLR147C
YMR091C	YEL047C
YCR028C-A	YPL004C
YLR274W	YDR388W
YBL041W	YGR135W
YBL041W	YJL001W
YBL041W	YML092C
YCR052W	YGR275W
YCR020W-B	YMR033W
YPL059W	YDR388W
YGL150C	YOR141C
YOR157C	YJR036C
YML062C	YKL054C
YLL004W	YHR103W
YDL087C	YGR013W
YJR063W	YNL248C
YGR074W	YPR057W
YGL207W	YLR150W
YAL007C	YML012W
YJL154C	YJL053W
YDR440W	YKL007W
YHR185C	YDR304C
YPR180W	YMR104C
YBR197C	YLR423C
YPL009C	YNL308C
YKL216W	YLR239C
YDL097C	YDR394W
YDR463W	YDR457W
YDR469W	YHR119W
YLR275W	YJL035C
YCR020W-B	YLR321C
YLR347C	YPR023C
YBR253W	YGL025C
YGR094W	YDL155W
YDR362C	YJL138C
YER029C	YPR178W
YGL127C	YNL236W
YGL127C	YOL051W
YNL248C	YOR210W
YFR037C	YLR347C
YDR138W	YHR167W
YGL127C	YOL135C
YAL043C	YJR093C
YNL313C	YOL100W
YFR050C	YBL101W-B
YBR198C	YMR227C
YPR103W	YOR275C
YKL012W	YCR009C
YHR193C	YHR089C
YJR063W	YNL113W
YGR180C	YDR345C
YML093W	YPR067W
YGR091W	YOR159C
YHR084W	YPL049C
YLR382C	YDL173W
YDR145W	YCL010C
YCR020W-B	YGL207W
YKL018W	YNL222W
YNL153C	YKL010C
YLR298C	YDR240C
YNL136W	YNL246W
YER029C	YGR074W
YER092W	YJL081C
YDR303C	YPR143W
YJL162C	YLR197W
YGR104C	YPR168W
YMR091C	YER062C
YJR053W	YOR294W
YGR275W	YDR224C
YER029C	YOR308C
YBL093C	YBR253W
YML098W	YBR198C
YBR123C	YNL020C
YCR035C	YGR195W
YGL190C	YIL063C
YML017W	YGR162W
YMR031C	YGR086C
YJR135C	YBR211C
YPR046W	YGL137W
YMR309C	YLR192C
YOR260W	YGL064C
YML100W	YNR060W
YCR052W	YFR037C
YLR058C	YNL165W
YGR135W	YNL088W
YDR301W	YNL222W
YFR037C	YOR210W
YER112W	YLR438C-A
YGL048C	YLR421C
YGL127C	YPR070W
YLR438C-A	YBL026W
YKR024C	YOR310C
YFR050C	YOL038W
YHR118C	YJR094W-A
YDR301W	YLR106C
YLR275W	YNL147W
YGR091W	YLR147C
YER050C	YBR251W
YER050C	YDR041W
YER050C	YDR494W
YER050C	YGL129C
YER050C	YGR084C
YER050C	YGR165W
YER050C	YIL070C
YER050C	YOR061W
YGR165W	YGL129C
YMR186W	YOR057W
YMR186W	YPL004C
YJR113C	YDR175C
YLR109W	YNL209W
YJR109C	YJL130C
YOR076C	YNL232W
YOR078W	YDL014W
YGR173W	YPL235W
YBR095C	YAL013W
YLR027C	YMR186W
YML098W	YDR167W
YKR025W	YBR154C
YBL026W	YER146W
YBL039C	YPL167C
YPR103W	YGR059W
YGR275W	YIL126W
YOL148C	YER131W
YER050C	YNL081C
YDL092W	YKR048C
YBL041W	YOR362C
YFR050C	YGL011C
YJL006C	YCL011C
YNL248C	YOR224C
YBL045C	YOR284W
YCR020W-B	YBR115C
YAL007C	YGL200C
YDR235W	YDR240C
YBR173C	YJL001W
YDL105W	YDL148C
YCR052W	YMR091C
YDR303C	YOR253W
YKR008W	YER030W
YML071C	YKL145W
YJL070C	YER064C
YDR176W	YPL047W
YPL144W	YGL105W
YMR109W	YBL013W
YGL011C	YMR314W
YOL038W	YIL105C
YLR033W	YCR052W
YDR416W	YIL068C
YDR295C	YNL082W
YGR056W	YIL126W
YDR337W	YKL155C
YNL137C	YGR211W
YDR238C	YPL010W
YDR156W	YNL113W
YGR091W	YKL173W
YGR020C	YHR039C-B
YBR154C	YOR151C
YOR210W	YNL216W
YER146W	YDR055W
YGL011C	YDR400W
YGR135W	YML092C
YLR438C-A	YBL003C
YNR034W	YLR028C
YDR238C	YOR363C
YDL179W	YLR357W
YBL026W	YDR378C
YHR066W	YCR016W
YJL203W	YEL023C
YBR251W	YGR165W
YNR034W	YMR120C
YNR034W	YOR361C
YNR036C	YBR251W
YNR036C	YDR175C
YNR036C	YGR084C
YGR047C	YPL004C
YGR179C	YNR068C
YPL016W	YLL048C
YMR240C	YHR121W
YDR427W	YHR027C
YBR251W	YNL306W
YDR429C	YMR146C
YGR047C	YPL007C
YPR180W	YLR347C
YLR033W	YLR357W
YKL142W	YPR008W
YER012W	YGR253C
YJR096W	YBR251W
YML131W	YPL001W
YLR438C-A	YJL026W
YGL227W	YBR127C
YJL197W	YOL159C
YGL092W	YGL100W
YBR279W	YLL063C
YDR235W	YIL061C
YDR303C	YML007W
YCR052W	YLR357W
YCR071C	YMR024W
YDR405W	YML025C
YGR165W	YIL093C
YGR220C	YDR332W
YMR192W	YER062C
YNL005C	YGR240C
YNL136W	YPR023C
YNL137C	YDR175C
YNL137C	YGR084C
YOR158W	YDR175C
YCR060W	YMR186W
YGR162W	YKR059W
YGR278W	YMR240C
YGR278W	YOR361C
YKL047W	YNL209W
YKR008W	YML127W
YLR274W	YBL023C
YBR017C	YKL009W
YDR324C	YPL216W
YGR173W	YOR162C
YPR046W	YDR383C
YML056C	YGL116W
YGR074W	YPR178W
YPR120C	YDR155C
YDL150W	YOR116C
YBL103C	YMR223W
YKL056C	YPL048W
YGR090W	YOR294W
YER070W	YGR266W
YGL244W	YHR077C
YBR187W	YPR112C
YBR009C	YPR052C
YNL030W	YLL022C
YOR174W	YOR043W
YHR062C	YLR347C
YDL043C	YCR063W
YBR079C	YMR116C
YDR405W	YLR439W
YML025C	YGL068W
YBR119W	YGR074W
YOL148C	YGR252W
YDR152W	YFR002W
YDL115C	YPR187W
YDR325W	YHR121W
YDL150W	YKL179C
YAL012W	YGL113W
YDL007W	YDR363W-A
YDL007W	YMR191W
YBL041W	YGR253C
YKL142W	YKL048C
YCR071C	YKR006C
YDR405W	YKL167C
YDR325W	YBL097W
YDR243C	YLR275W
YOL068C	YOL109W
YKR036C	YOR326W
YOL051W	YDL005C
YOR303W	YOR241W
YBR011C	YKR043C
YDR235W	YBR119W
YDR280W	YHR081W
YOR159C	YHL030W
YDL150W	YNR003C
YGR237C	YLR432W
YKL010C	YOR233W
YDR190C	YOR310C
YDR238C	YLR051C
YOR360C	YLR432W
YML124C	YML085C
YIR010W	YKL089W
YLR117C	YGL014W
YDR240C	YHR154W
YNL135C	YFR019W
YBR130C	YKL130C
YBL038W	YJL200C
YBR288C	YBR079C
YCR071C	YDR405W
YCR071C	YHR029C
YDR322W	YLR360W
YDR337W	YBR146W
YDR337W	YDR041W
YDR337W	YGL129C
YDR337W	YIL070C
YDR398W	YPL126W
YDR405W	YDR322W
YDR405W	YIL070C
YDR462W	YIL070C
YGR218W	YFL037W
YMR192W	YLR049C
YMR193W	YKR085C
YNL005C	YDR237W
YCR065W	YCR105W
YIL144W	YBR028C
YIL144W	YGR135W
YCR065W	YJR102C
YGL061C	YGR113W
YAL043C	YLR115W
YDL140C	YOR001W
YDR272W	YMR186W
YDL108W	YLR005W
YJR009C	YJL052W
YLR033W	YML127W
YNL147W	YLR147C
YCR003W	YDL148C
YJL154C	YDL053C
YDR224C	YBL002W
YGR286C	YKR064W
YDR016C	YGL061C
YLR381W	YDR388W
YMR014W	YLR175W
YER146W	YLR275W
YOR076C	YPL037C
YLR144C	YJL052W
YBL093C	YNR010W
YLR114C	YMR049C
YDR324C	YCR072C
YCR020W-B	YKR008W
YDR320C-A	YKL052C
YNL307C	YCL057W
YER029C	YMR240C
YKR036C	YER064C
YOR038C	YBL008W
YCR003W	YNL005C
YLR298C	YGR074W
YCR028C-A	YGL207W
YCL031C	YMR290C
YDL007W	YIL075C
YJL070C	YML035C
YBR087W	YEL026W
YGR275W	YLR033W
YJL068C	YOL017W
YER050C	YBR146W
YER050C	YLR432W
YLR033W	YBL003C
YOL145C	YIL035C
YLR096W	YOR153W
YLR115W	YKR002W
YER112W	YLR196W
YDL241W	YPR018W
YDR240C	YGL111W
YFR052W	YPR108W
YIL051C	YPL085W
YIL056W	YBL003C
YHR066W	YPR143W
YIL156W	YNL239W
YER112W	YBR055C
YLR432W	YML056C
YGR253C	YOR362C
YGL061C	YGR024C
YDL150W	YNL113W
YGL061C	YBR233W-A
YDL040C	YNL308C
YLR275W	YOR308C
YML114C	YPR055W
YOR361C	YLL034C
YCR052W	YMR033W
YGR275W	YMR091C
YHR066W	YPL012W
YDR201W	YKR037C
YNL147W	YLL022C
YLR225C	YGL207W
YDR201W	YGR113W
YBR119W	YER029C
YBR154C	YPR133C
YDR145W	YMR227C
YGR156W	YPR107C
YLR153C	YOR257W
YGR094W	YKL210W
YGR156W	YNL222W
YDR234W	YPR080W
YDR016C	YER047C
YDR235W	YLR298C
YDR155C	YBR109C
YML124C	YLR045C
YKL052C	YDL014W
YDR026C	YPL174C
YMR304W	YMR246W
YKR082W	YLR429W
YDR156W	YOR335C
YKL047W	YGR229C
YBR198C	YDR145W
YOR157C	YOL038W
YDR201W	YDR381W
YKR082W	YJL041W
YDR320C-A	YGR113W
YLR170C	YHL019C
YML071C	YER157W
YOR210W	YDR404C
YLR435W	YPL249C-A
YGR094W	YJR031C
YGL020C	YDL100C
YDR502C	YLR039C
YLR275W	YGR013W
YGL234W	YPR028W
YAL043C	YLR277C
YDR320C-A	YDR201W
YGL058W	YDR385W
YDR240C	YJR080C
YCR052W	YEL042W
YBL026W	YDL199C
YCR003W	YNL254C
YLR197W	YLR432W
YOR310C	YOL081W
YLR330W	YOL092W
YDR362C	YOR110W
YGR253C	YOL038W
YML092C	YOL038W
YOR362C	YJL001W
YNL137C	YDR494W
YBR251W	YBR146W
YBR251W	YDR041W
YBR251W	YGL129C
YBR251W	YHL004W
YDR322W	YBR122C
YNL250W	YPL146C
YOR157C	YOR119C
YOR158W	YIL093C
YDL043C	YIL105C
YGR128C	YGL105W
YGR128C	YIL014W
YBL052C	YNL088W
YIL091C	YER162C
YJR109C	YOR303W
YMR099C	YAL012W
YDR303C	YJR098C
YGR135W	YFL017C
YGR135W	YKR070W
YGR135W	YKR095W
YLR033W	YKR008W
YHR196W	YKL078W
YMR093W	YEL055C
YER050C	YDR304C
YER050C	YOR158W
YNL234W	YMR012W
YER050C	YGR215W
YHR118C	YPL004C
YOR341W	YMR237W
YDR416W	YDR388W
YLR028C	YMR120C
YNL209W	YPR110C
YDR201W	YGL061C
YDR462W	YNL252C
YMR193W	YEL050C
YLR430W	YBR279W
YBR119W	YIL061C
YNL031C	YOR326W
YJL011C	YNR003C
YJL128C	YJR009C
YJL092W	YLR429W
YML017W	YLR175W
YML017W	YOL139C
YML025C	YBL038W
YBR175W	YKR056W
YOR305W	YLR275W
YBL002W	YBL003C
YNL024C	YLR275W
YDR320C-A	YGL061C
YGL061C	YKL052C
YPR110C	YDL199C
YGL234W	YPR081C
YGL011C	YER094C
YGL011C	YKR070W
YGL011C	YLR211C
YGR074W	YGR013W
YGR253C	YJL001W
YJR010C-A	YGL055W
YJR010C-A	YLR075W
YML092C	YKR036C
YOL038W	YFL017C
YOL051W	YHR202W
YAL007C	YAR002C-A
YFR052W	YPL082C
YNL049C	YPL085W
YHR069C	YDL111C
YOR157C	YFR007W
YBL019W	YCR028C-A
YGL025C	YMR112C
YOR144C	YNL290W
YDR006C	YLR192C
YDR016C	YBR233W-A
YDR318W	YLR315W
YFR037C	YIL126W
YOR207C	YHR143W-A
YNR036C	YDR494W
YCR052W	YIL126W
YGR158C	YHR069C
YJL173C	YKR063C
YKR022C	YIL007C
YDR198C	YBR079C
YDR320C-A	YDR016C
YIL035C	YOR039W
YIR001C	YDR381W
YHR013C	YMR049C
YMR165C	YLR115W
YBR119W	YPR182W
YER022W	YOL135C
YGR095C	YHR069C
YFR034C	YHR008C
YDR201W	YKL052C
YBR253W	YPR070W
YDR303C	YAL036C
YBL093C	YGR198W
YGR095C	YDR280W
YDR225W	YBL002W
YGR158C	YDL111C
YMR309C	YHR196W
YDR397C	YDR272W
YDR427W	YPR108W
YDL150W	YJL011C
YDR308C	YDL005C
YOR108W	YKL126W
YGR095C	YDL111C
YDL145C	YFR051C
YPR034W	YIL177C
YML112W	YHR121W
YBR253W	YOR174W
YOL135C	YLR150W
YPR065W	YCR042C
YGR103W	YPL248C
YDR449C	YJL069C
YDR449C	YLR129W
YBL093C	YER022W
YLR032W	YDR087C
YGR158C	YCR035C
YJL148W	YNL248C
YDR227W	YLR442C
YBR123C	YOR110W
YLR069C	YLR262C-A
YPL061W	YGL137W
YAL021C	YAR010C
YAR007C	YAR010C
YAR044W	YAR015W
YAR044W	YAR042W
YAR044W	YDL164C
YAR044W	YDR148C
YAR044W	YDR183W
YAR044W	YFR024C
YAR044W	YHR205W
YAR044W	YKR089C
YAR044W	YNL329C
YAR044W	YOL122C
YAR071W	YOR375C
YAR073W	YCR053W
YAR073W	YHR197W
YAR073W	YHR216W
YAR073W	YLR432W
YAR073W	YML056C
YBL002W	YJL042W
YBL074C	YHL008C
YBL076C	YKL171W
YBR010W	YBL002W
YBR010W	YBL094C
YBR010W	YGR081C
YBR010W	YIL070C
YBR049C	YBL003C
YBR058C	YIL148W
YBR060C	YPR162C
YBR084W	YDL130W
YBR101C	YER129W
YBR127C	YGR020C
YBR154C	YOR210W
YBR173C	YKR054C
YBR193C	YLR150W
YBR198C	YGR274C
YBR218C	YDR171W
YBR260C	YLL021W
YBR279W	YMR309C
YCR005C	YOR323C
YCR008W	YPR171W
YCR009C	YPL249C
YCR020C-A	YEL053C
YCR053W	YLL034C
YCR053W	YPR116W
YCR058C	YJL069C
YCR058C	YLR129W
YCR058C	YLR222C
YCR066W	YOL016C
YCR071C	YDR381W
YCR071C	YOR361C
YCR071C	YPL173W
YCRX13W	YBR058C
YCRX13W	YER064C
YDL019C	YAL051W
YDL040C	YGL078C
YDL040C	YMR229C
YDL043C	YAL032C
YDL055C	YGL137W
YDL074C	YER164W
YDL092W	YPR088C
YDL095W	YIL148W
YDL097C	YPL158C
YDL143W	YDR087C
YDL143W	YGR086C
YDL185W	YGR020C
YDL235C	YKL114C
YDR016C	YKR037C
YDR043C	YIL035C
YDR054C	YBL041W
YDR092W	YMR140W
YDR101C	YAL001C
YDR129C	YDR388W
YDR156W	YOR210W
YDR172W	YDR464W
YDR172W	YJR042W
YDR172W	YLR347C
YDR176W	YPL254W
YDR179C	YDR328C
YDR179C	YMR025W
YDR211W	YBR227C
YDR214W	YMR186W
YDR219C	YLR347C
YDR221W	YPL037C
YDR224C	YPR184W
YDR289C	YOR048C
YDR320C-A	YPR155C
YDR322W	YDR237W
YDR322W	YNL005C
YDR365C	YGR145W
YDR386W	YBR098W
YDR405W	YNL284C
YDR462W	YNL005C
YDR469W	YPL138C
YDR474C	YDR381W
YDR478W	YBR257W
YDR490C	YPL005W
YEL012W	YBL003C
YEL023C	YLR262C-A
